latitude,longitude,datetime,power,confidence,surface_temperature_celcius
-36.6147,143.535,2015-05-03T04:22:00,43.8,89,66
-36.4155,145.6308,2015-05-03T04:22:00,56.5,93,72
-36.2929,145.6609,2015-05-03T04:21:40,47.4,90,67
-37.3648,143.49,2015-05-03T04:21:40,163.2,100,107
-37.3572,143.4766,2015-05-03T04:21:40,83.7,97,82
-37.6523,143.3351,2015-05-01T04:43:40,46.5,89,65
-37.3635,143.4694,2015-05-01T04:40:20,79.7,97,81
-37.6356,142.6838,2015-05-01T04:40:20,96.1,100,88
-37.5449,143.4912,2015-05-01T04:40:10,27.2,80,53
-37.6207,143.5294,2015-05-01T04:39:00,41.1,86,61
-38.171,144.0054,2015-05-01T04:38:50,28.6,82,56
-37.3905,145.1195,2015-05-01T04:37:50,124.4,100,95
-37.4879,142.2085,2015-05-01T04:37:00,112,100,93
-34.6946,140.9844,2015-05-01T04:37:00,27.5,81,55
-36.4987,145.0854,2015-05-01T04:35:40,50.9,91,69
-37.6819,143.0313,2015-05-01T04:35:30,99.7,100,89
-36.4664,144.8609,2015-05-01T04:35:20,29.3,81,55
-38.0196,143.7438,2015-05-01T04:34:40,97.3,94,89
-37.7143,143.1884,2015-05-01T04:34:30,154.5,100,106
-37.6616,143.3374,2015-05-01T04:34:30,42.8,88,64
-37.4869,141.2156,2015-05-01T04:34:30,72.1,95,76
-38.2095,142.0642,2015-05-01T04:34:00,64.6,93,73
-37.4952,142.2219,2015-05-01T04:34:00,102.6,100,89
-36.6987,142.5411,2015-05-01T04:33:50,23.8,80,53
-37.4885,141.2043,2015-05-01T04:33:40,172,100,108
-37.7476,143.6209,2015-05-01T04:33:40,54.9,91,69
-37.787,143.0155,2015-05-01T04:33:40,36.8,85,60
-37.7947,142.9069,2015-05-01T04:33:40,32.1,83,57
-37.5043,142.2241,2015-05-01T04:33:40,57.6,91,70
-37.393,145.1056,2015-05-01T04:33:40,49.3,83,64
-36.4914,145.0766,2015-05-01T04:33:40,50.2,91,68
-38.1731,143.9928,2015-05-01T04:33:40,94.1,100,88
-38.2078,142.0757,2015-05-01T04:33:40,93.9,99,86
-37.9576,142.9851,2015-05-01T04:33:40,39.6,86,61
-38.0134,143.7484,2015-05-01T04:33:40,66.6,95,76
-37.6911,143.0336,2015-05-01T04:33:40,53.2,91,69
-37.645,143.3206,2015-05-01T04:33:40,39.1,86,61
-37.693,143.0217,2015-05-01T04:33:40,49.5,90,67
-37.6838,143.0194,2015-05-01T04:33:40,44.3,88,65
-37.6463,142.9181,2015-05-01T04:33:40,61.5,94,74
-37.5429,143.5034,2015-05-01T04:33:40,163.3,100,108
-38.4011,143.7928,2015-05-01T04:33:40,66.9,94,75
-37.6338,142.6954,2015-05-01T04:33:40,51,91,68
-37.6557,142.6767,2015-05-01T04:33:40,74.6,96,80
-37.4431,143.6626,2015-05-01T04:33:40,48.2,89,65
-37.4472,143.638,2015-05-01T04:33:40,30.5,81,54
-37.5726,142.6129,2015-05-01T04:33:40,29.3,81,55
-37.5095,143.0737,2015-05-01T04:33:40,87.7,99,84
-37.3615,143.4817,2015-05-01T04:33:40,173.8,100,110
-37.5744,142.6012,2015-05-01T04:33:40,139.1,100,101
-37.4451,143.6503,2015-05-01T04:33:40,42.6,87,62
-37.4987,142.1992,2015-05-01T04:33:40,46.1,89,66
-37.4861,142.2197,2015-05-01T04:33:40,106.9,100,91
-37.468,142.2154,2015-05-01T04:33:40,49.8,89,66
-37.4771,142.2176,2015-05-01T04:33:40,43.1,87,62
-37.0799,143.6209,2015-05-01T04:33:40,70.5,95,78
-36.6708,144.6385,2015-05-01T04:33:40,35.4,85,60
-37.0893,143.6234,2015-05-01T04:33:40,150.5,100,104
-36.4888,145.0911,2015-05-01T04:33:40,66.9,95,77
-36.4886,145.0826,2015-05-01T04:33:40,100.8,100,90
-36.6835,141.1053,2015-05-01T04:33:40,83.1,98,82
-36.8034,141.7954,2015-05-01T04:33:40,27.3,80,54
-36.0903,145.9579,2015-05-01T04:33:40,32.7,84,58
-35.7925,143.771,2015-05-01T04:33:40,32.7,85,59
-37.3632,143.4736,2015-05-01T00:20:30,57.1,91,68
-37.3559,143.4884,2015-05-01T00:19:00,51.5,89,66
-37.3653,143.486,2015-05-01T00:18:50,32.2,80,53
-37.3538,143.4761,2015-05-01T00:13:10,80.5,96,79
-37.5521,143.5534,2015-05-01T00:13:10,33.4,80,54
-38.3546,146.6229,2015-04-30T13:16:00,22.3,81,40
-38.3565,146.6109,2015-04-30T13:15:20,24.9,89,42
-37.6135,143.532,2015-04-30T13:15:10,32.9,100,48
-37.6226,143.5339,2015-04-30T13:15:10,31,99,47
-37.5178,142.7002,2015-04-30T04:01:20,33.7,85,59
-36.0952,146.0104,2015-04-30T03:57:10,33.2,84,58
-36.3291,146.0567,2015-04-30T03:53:00,32.3,83,57
-36.4768,144.4848,2015-04-30T03:53:00,33.9,85,59
-36.1294,143.7055,2015-04-30T03:52:20,52.6,91,69
-36.3702,145.465,2015-04-30T03:52:10,38.9,86,61
-38.0782,143.9354,2015-04-30T03:51:50,45.2,89,65
-36.0935,146.0281,2015-04-30T03:51:40,60.4,93,73
-36.3273,146.0616,2015-04-30T03:51:40,37.4,85,60
-36.4651,144.488,2015-04-30T03:51:40,36.1,85,60
-36.4776,144.4896,2015-04-30T03:51:40,45.7,89,66
-36.3719,145.4455,2015-04-30T03:51:40,28.6,80,54
-36.3756,145.4608,2015-04-30T03:51:40,47.4,89,66
-36.3743,144.8028,2015-04-30T03:51:40,33,83,58
-36.0771,147.6399,2015-04-30T03:51:40,103.2,100,89
-36.1931,146.0479,2015-04-30T03:51:40,40.5,87,63
-37.8043,141.7212,2015-04-30T03:51:40,60.9,92,71
-37.5533,143.5509,2015-04-30T03:51:40,32.6,82,56
-37.5204,142.7055,2015-04-30T03:51:40,62.3,94,74
-37.8022,141.7279,2015-04-30T03:51:40,53.4,90,68
-38.3578,146.6282,2015-04-30T03:51:40,116.4,94,94
-38.1584,141.2713,2015-04-30T01:15:20,48.7,88,64
-38.1442,141.2727,2015-04-30T01:08:40,227.2,100,120
-38.1478,141.2673,2015-04-30T01:07:50,210.4,94,117
-38.1497,141.2968,2015-04-30T01:07:20,50.4,88,64
-36.6681,141.4604,2015-04-29T04:53:20,39.7,85,59
-36.0546,146.5778,2015-04-29T04:45:40,72.4,90,77
-37.6192,143.4996,2015-04-29T00:25:10,49.1,88,64
-38.5338,146.4973,2015-04-28T04:06:20,41.8,84,58
-38.5242,146.4955,2015-04-28T04:03:20,43.4,84,59
-37.7615,141.4025,2015-04-27T04:59:40,127,87,95
-37.8911,141.5388,2015-04-27T00:36:40,106.2,100,88
-36.3995,144.0448,2015-04-23T03:51:00,25,81,55
-37.3861,145.8379,2015-04-23T03:46:40,90.4,98,83
-37.4002,145.3233,2015-04-23T03:45:50,65.2,93,73
-37.3275,145.6183,2015-04-23T03:45:40,141.2,94,101
-37.3866,145.832,2015-04-23T03:45:40,94.7,99,85
-36.347,145.4768,2015-04-23T03:45:40,37.9,83,57
-37.4134,145.3248,2015-04-23T03:45:40,77.6,96,79
-36.3455,145.4836,2015-04-23T03:45:40,40.7,85,59
-36.3331,145.6444,2015-04-23T03:45:40,31.3,82,55
-36.2841,145.4448,2015-04-23T03:45:40,43,86,60
-37.4154,145.2995,2015-04-23T03:45:40,62.7,92,72
-36.3326,145.6514,2015-04-23T03:45:40,53.5,91,69
-37.3247,145.6228,2015-04-23T03:45:40,85.8,92,83
-37.078,143.8435,2015-04-23T01:04:00,36.4,85,59
-37.079,143.8485,2015-04-23T01:01:00,36.1,84,59
-36.7624,142.5172,2015-04-23T01:00:50,36.9,81,55
-36.8363,142.1168,2015-04-22T04:47:20,43.8,89,66
-36.7944,145.097,2015-04-22T04:46:50,41.1,87,62
-36.9928,143.8334,2015-04-22T04:46:40,52.7,91,70
-36.3025,141.7496,2015-04-22T04:46:20,60.4,94,75
-38.0092,141.3008,2015-04-22T04:43:10,174.2,100,109
-36.8681,141.983,2015-04-22T04:43:10,24.8,81,54
-36.9565,141.8837,2015-04-22T04:43:00,192.9,100,116
-37.1322,142.5628,2015-04-22T04:42:20,39.6,86,60
-36.9034,142.7607,2015-04-22T04:41:20,41.6,88,64
-35.9591,142.0811,2015-04-22T04:41:20,31.7,84,59
-38.04,141.4679,2015-04-22T04:40:30,54.3,91,68
-36.042,145.5558,2015-04-22T04:40:30,31.6,82,56
-35.868,145.4313,2015-04-22T04:40:10,55.5,92,70
-36.8795,141.9731,2015-04-22T04:39:40,136.6,100,102
-38.0419,141.456,2015-04-22T04:39:40,136.1,100,99
-38.0028,141.2927,2015-04-22T04:39:40,88.6,98,83
-36.5534,145.5542,2015-04-22T04:39:40,71.1,96,78
-36.463,145.6562,2015-04-22T04:39:40,73.3,96,79
-36.9056,142.7476,2015-04-22T04:39:40,49.1,91,68
-36.3767,145.5653,2015-04-22T04:39:40,43.6,88,64
-37.7218,142.1779,2015-04-22T04:39:40,85.9,93,84
-36.3803,145.5469,2015-04-22T04:39:40,61.9,93,74
-36.9451,141.8935,2015-04-22T04:39:40,25.2,81,55
-36.8821,141.9794,2015-04-22T04:39:40,73.5,97,81
-37.7462,141.5095,2015-04-22T04:39:40,31.9,80,54
-36.8774,141.9854,2015-04-22T04:39:40,44.8,90,67
-36.8841,141.9671,2015-04-22T04:39:40,23.9,80,54
-36.0368,145.5596,2015-04-22T04:39:40,47.3,89,66
-36.0118,145.5863,2015-04-22T04:39:40,40.1,86,62
-36.7008,140.9914,2015-04-22T04:39:40,34.3,86,60
-36.2288,141.7497,2015-04-22T04:39:40,26,81,55
-35.9496,142.0786,2015-04-22T04:39:40,36.6,87,62
-36.7993,142.8945,2015-04-22T00:25:00,219.3,100,120
-36.7974,142.8827,2015-04-22T00:24:40,133.6,100,100
-36.7317,145.8961,2015-04-22T00:22:10,48,87,63
-36.7408,145.8942,2015-04-22T00:19:00,43.5,85,60
-36.8109,145.8722,2015-04-21T13:26:00,24,86,41
-36.8086,145.8856,2015-04-21T13:24:30,25.8,91,43
-36.8077,145.8798,2015-04-21T13:22:40,30,97,46
-36.8209,145.8667,2015-04-21T04:03:50,89.9,98,83
-36.5136,145.3415,2015-04-21T04:03:30,35.2,84,58
-36.7383,145.2798,2015-04-21T04:03:10,78.9,97,81
-36.8226,145.851,2015-04-21T04:00:20,34.9,81,55
-36.8281,145.8588,2015-04-21T03:59:00,214.7,100,118
-36.7119,146.5649,2015-04-21T03:58:50,52.3,89,65
-36.8265,145.8743,2015-04-21T03:58:20,83.1,97,81
-36.5185,145.3324,2015-04-21T03:57:50,50.5,90,68
-36.6115,145.281,2015-04-21T03:57:40,29.9,81,55
-36.7888,145.967,2015-04-21T03:57:20,31.2,81,55
-36.7104,146.578,2015-04-21T03:57:20,83.6,97,80
-36.6149,145.2705,2015-04-21T03:57:20,45.8,89,65
-34.8872,140.9794,2015-04-21T03:57:20,27.2,80,54
-36.535,144.6951,2015-04-21T03:57:20,54.7,92,70
-36.8475,145.8994,2015-04-20T15:53:50,35,100,49
-36.8613,145.881,2015-04-20T12:39:10,23.3,81,40
-36.6116,141.2888,2015-04-20T04:53:30,57.8,92,70
-35.9319,142.1197,2015-04-20T04:52:40,51.8,90,68
-36.6182,141.281,2015-04-20T04:52:40,57.1,92,70
-37.3269,141.03,2015-04-20T04:51:50,47.6,88,63
-38.5024,146.5994,2015-04-20T00:37:10,37,81,55
-38.1467,141.2785,2015-04-20T00:31:10,148.1,100,102
-38.493,146.619,2015-04-20T00:31:00,34.7,80,53
-38.5041,146.617,2015-04-20T00:31:00,57.3,90,68
-38.1377,141.2805,2015-04-20T00:30:40,42.9,85,60
-36.1185,147.8235,2015-04-16T03:41:20,26.6,81,54
-36.2568,145.6277,2015-04-16T03:40:40,32.9,84,59
-36.2521,145.6519,2015-04-16T03:40:20,41.9,88,65
-36.1373,145.8751,2015-04-16T03:40:20,54.1,93,73
-36.133,147.4902,2015-04-16T03:40:20,74.2,96,78
-36.146,145.8692,2015-04-16T03:40:10,38.5,88,64
-36.132,145.8678,2015-04-16T03:40:10,32.7,86,61
-37.5387,145.6234,2015-04-16T03:40:00,40.2,80,59
-36.1202,147.8039,2015-04-16T03:40:00,61.1,94,74
-36.1333,147.4954,2015-04-16T03:40:00,134.8,100,99
-36.2549,145.6575,2015-04-16T03:40:00,35.7,86,61
-36.1392,145.8464,2015-04-16T03:40:00,37.2,88,64
-34.9137,143.0387,2015-04-16T00:58:10,22.9,81,55
-34.9128,143.0457,2015-04-16T00:55:00,25.2,82,56
-36.6434,141.5843,2015-04-15T04:44:10,80.3,98,83
-36.3308,141.7602,2015-04-15T04:41:00,123.6,100,99
-38.3388,144.0582,2015-04-15T04:40:30,50.9,91,69
-35.1037,142.5927,2015-04-15T04:40:20,29.5,87,63
-37.8068,142.8354,2015-04-15T04:40:10,35,86,62
-37.1405,141.3922,2015-04-15T04:40:10,27.5,81,54
-36.3171,141.2999,2015-04-15T04:37:40,67.8,96,79
-38.225,143.9238,2015-04-15T04:37:20,25.7,83,57
-38.3576,144.0632,2015-04-15T04:36:50,45.4,89,66
-37.5009,142.6734,2015-04-15T04:36:50,48.2,91,69
-36.1844,142.0597,2015-04-15T04:36:50,32,86,61
-37.4917,143.0809,2015-04-15T04:35:50,112.9,100,95
-36.1826,142.071,2015-04-15T04:35:50,25,83,57
-38.6515,143.5739,2015-04-15T04:35:20,70.7,95,76
-37.4973,143.0454,2015-04-15T04:34:50,26.4,83,57
-37.836,142.8916,2015-04-15T04:34:30,46.8,91,68
-38.0149,141.003,2015-04-15T04:34:30,84,97,82
-37.7651,142.7585,2015-04-15T04:34:30,75.4,97,82
-37.1921,142.6394,2015-04-15T04:34:30,64.9,95,77
-37.1829,142.6371,2015-04-15T04:34:20,78.6,98,83
-38.3461,144.0733,2015-04-15T04:34:00,35.9,86,61
-36.9688,142.0597,2015-04-15T04:34:00,48.4,91,70
-36.2521,141.3014,2015-04-15T04:34:00,68.7,96,79
-37.7633,142.7702,2015-04-15T04:33:50,53.4,93,72
-36.7532,142.9563,2015-04-15T04:33:50,31.3,86,61
-35.1056,142.5809,2015-04-15T04:33:40,18.2,81,55
-38.3555,144.0757,2015-04-15T04:33:40,70.1,96,78
-38.0041,143.9041,2015-04-15T04:33:40,105.6,100,92
-37.8378,142.8799,2015-04-15T04:33:40,22.4,80,53
-36.3859,141.2634,2015-04-15T04:33:40,30.7,85,59
-37.8087,142.8237,2015-04-15T04:33:40,36,87,62
-38.0165,140.9916,2015-04-15T04:33:40,139.2,100,100
-37.5802,142.7,2015-04-15T04:33:40,211,100,120
-37.5821,142.6884,2015-04-15T04:33:40,87.7,100,88
-37.5009,143.0833,2015-04-15T04:33:40,102,94,92
-37.5028,143.0714,2015-04-15T04:33:40,45.4,91,69
-37.4936,143.0691,2015-04-15T04:33:40,35.6,87,63
-37.1902,142.651,2015-04-15T04:33:40,44.7,90,67
-37.1811,142.6487,2015-04-15T04:33:40,42,89,66
-36.9705,142.0484,2015-04-15T04:33:40,53.2,93,72
-36.7625,142.9586,2015-04-15T04:33:40,37.8,88,64
-35.8323,145.4922,2015-04-15T04:33:40,24.5,80,54
-36.9778,142.0619,2015-04-15T04:33:40,31.5,85,59
-36.2537,141.2902,2015-04-15T04:33:40,43.3,90,67
-36.0414,141.8497,2015-04-15T04:33:40,39.9,89,66
-35.5468,143.7762,2015-04-15T04:33:40,36.2,84,65
-35.0081,142.8585,2015-04-15T04:33:40,20.9,84,58
-35.1971,141.0258,2015-04-15T04:33:40,21.3,81,55
-34.1195,141.0273,2015-04-15T04:33:40,23.5,84,58
-37.2499,142.0662,2015-04-14T13:21:30,29.2,100,47
-37.231,142.0625,2015-04-14T13:15:50,24.4,94,44
-37.242,142.052,2015-04-14T13:15:10,23.7,91,43
-37.255,142.061,2015-04-14T13:15:00,21,83,41
-37.2514,142.0538,2015-04-14T13:15:00,28.5,100,47
-37.2404,142.0643,2015-04-14T13:15:00,34.3,100,52
-35.3326,143.0799,2015-04-14T01:15:20,32.9,87,62
-34.9629,142.8889,2015-04-14T01:10:30,42.6,90,67
-35.3348,143.116,2015-04-14T01:07:50,34.2,87,63
-37.6636,142.7476,2015-04-13T04:54:10,95.7,100,89
-36.3717,145.7764,2015-04-13T04:53:00,58.5,94,74
-37.7061,142.6342,2015-04-13T04:53:00,35.3,87,62
-37.8576,143.1751,2015-04-13T04:52:30,36.6,85,59
-37.5185,143.088,2015-04-13T04:52:30,30.6,82,56
-37.453,142.995,2015-04-13T04:52:30,43.3,89,65
-36.6727,145.3595,2015-04-13T04:52:30,93.7,100,88
-35.8136,142.0365,2015-04-13T04:52:10,27,84,58
-37.8023,142.1606,2015-04-13T04:51:20,35.4,86,61
-37.4859,143.0544,2015-04-13T04:48:40,49.9,91,69
-36.6748,145.3674,2015-04-13T04:48:00,84.4,99,85
-37.9093,142.8332,2015-04-13T04:47:50,33.6,85,60
-36.3842,145.7807,2015-04-13T04:47:40,58.7,94,74
-37.6857,142.6281,2015-04-13T04:47:40,80.2,98,83
-38.1313,141.279,2015-04-13T04:46:50,85.7,98,82
-36.8628,147.5274,2015-04-13T04:46:30,68.2,88,73
-37.6562,142.7561,2015-04-13T04:46:30,100.2,100,91
-37.1356,143.9197,2015-04-13T04:46:30,42.7,88,64
-37.5745,142.6302,2015-04-13T04:46:20,128.5,100,99
-36.513,146.1755,2015-04-13T04:46:20,23.3,80,53
-37.8649,143.1676,2015-04-13T04:46:10,29.6,82,56
-38.0179,143.636,2015-04-13T04:46:10,26.8,81,54
-37.7707,142.6763,2015-04-13T04:46:10,114.5,100,95
-36.5564,144.7095,2015-04-13T04:46:10,57.2,93,73
-36.4459,145.6849,2015-04-13T04:46:00,24.8,80,54
-36.4508,145.6621,2015-04-13T04:46:00,25.8,81,55
-36.446,145.6778,2015-04-13T04:46:00,29.8,83,57
-36.2209,144.7074,2015-04-13T04:46:00,45.6,90,68
-37.4464,145.8791,2015-04-13T04:46:00,78.9,96,78
-35.8276,143.7563,2015-04-13T04:46:00,28.7,83,58
-38.0273,143.5866,2015-04-13T04:46:00,28.4,81,55
-38.0148,143.6525,2015-04-13T04:46:00,84.4,98,84
-38.0242,143.6031,2015-04-13T04:46:00,69.2,96,78
-37.9595,142.0951,2015-04-13T04:46:00,40.6,87,62
-37.962,142.0812,2015-04-13T04:46:00,28.3,80,54
-38.0322,141.6159,2015-04-13T04:46:00,76.2,96,78
-37.7745,142.6703,2015-04-13T04:46:00,49.3,91,69
-37.7718,142.6851,2015-04-13T04:46:00,65.4,95,76
-37.719,142.6222,2015-04-13T04:46:00,47,90,68
-37.7924,142.1578,2015-04-13T04:46:00,26.8,82,55
-37.7088,142.6192,2015-04-13T04:46:00,64.8,95,77
-37.6779,142.6361,2015-04-13T04:46:00,24,81,54
-37.6805,142.6213,2015-04-13T04:46:00,135.2,100,101
-37.483,143.0701,2015-04-13T04:46:00,145.1,100,104
-37.1246,143.9163,2015-04-13T04:46:00,56.3,92,71
-36.6794,145.3458,2015-04-13T04:46:00,31.2,85,59
-36.1068,145.7718,2015-04-13T04:46:00,34.2,85,60
-36.3828,141.3869,2015-04-13T04:46:00,44,89,65
-36.3571,141.5935,2015-04-13T04:46:00,33.4,86,61
-38.1338,141.2818,2015-04-12T13:34:10,35.5,100,51
-37.2898,143.4538,2015-04-12T13:27:10,23.8,81,40
-36.9995,146.7147,2015-04-12T04:03:50,46.3,83,64
-37.2869,141.3121,2015-04-12T04:03:50,42.4,86,62
-37.2851,143.4598,2015-04-12T04:03:40,34.7,82,56
-37.3013,141.297,2015-04-12T04:03:40,31.6,81,55
-38.0451,143.1009,2015-04-12T04:03:30,47.4,90,67
-36.7577,146.3714,2015-04-12T04:03:20,43.2,88,64
-36.7482,146.3694,2015-04-12T04:03:20,66.6,95,77
-36.7403,146.3548,2015-04-12T04:03:20,79,98,83
-37.8732,143.3963,2015-04-11T05:05:10,38.3,86,61
-37.9099,143.5402,2015-04-11T05:00:10,56.4,93,72
-37.9077,143.5473,2015-04-11T04:57:40,85.7,99,85
-37.9142,142.5715,2015-04-11T04:57:40,27.5,80,53
-37.9047,143.5647,2015-04-11T04:57:40,35.9,86,61
-37.8118,143.1916,2015-04-11T04:57:40,35.4,84,58
-37.9416,143.2294,2015-04-10T04:23:20,33.2,85,60
-37.9304,143.2406,2015-04-10T04:22:40,29.6,83,57
-36.803,142.7357,2015-04-10T04:22:40,53.1,93,73
-36.7373,146.3171,2015-04-10T04:22:10,28.4,81,55
-36.7702,141.8752,2015-04-10T04:21:40,31.8,86,61
-36.7577,146.3683,2015-04-10T04:19:30,41.1,86,61
-37.621,143.2029,2015-04-10T04:19:20,26.6,81,55
-37.5022,143.4362,2015-04-10T04:18:50,44.8,90,68
-36.7031,144.0516,2015-04-10T04:18:40,17.7,80,54
-37.763,142.8595,2015-04-10T04:18:30,102.6,94,91
-37.5021,142.9146,2015-04-10T04:18:30,27.4,82,57
-37.2218,143.7931,2015-04-10T04:18:30,33.2,87,62
-36.6831,144.0597,2015-04-10T04:18:30,60.9,95,78
-37.6339,144.2299,2015-04-10T04:17:10,61.4,93,73
-36.6092,143.917,2015-04-10T04:17:00,23.8,83,57
-36.6735,141.7588,2015-04-10T04:17:00,39.7,89,66
-37.7728,142.8613,2015-04-10T04:16:50,73.1,97,80
-36.4193,141.8482,2015-04-10T04:16:30,21.7,80,53
-37.8421,142.6103,2015-04-10T04:16:10,67.3,96,78
-37.6012,142.6802,2015-04-10T04:16:10,66.1,95,77
-37.8444,143.1912,2015-04-10T04:16:10,42.5,88,64
-36.677,141.2459,2015-04-10T04:16:10,23.4,81,55
-37.5914,142.6783,2015-04-10T04:15:50,39.5,88,64
-36.8982,143.0562,2015-04-10T04:15:50,21.5,81,55
-36.7016,144.0634,2015-04-10T04:15:50,18,80,54
-36.6797,142.4033,2015-04-10T04:15:50,25.7,83,57
-36.3256,142.75,2015-04-10T04:15:40,26.2,84,58
-36.3615,143.9342,2015-04-10T04:15:40,31.3,87,62
-35.7161,142.1517,2015-04-10T04:15:40,22.4,81,55
-36.1607,140.9691,2015-04-10T04:15:40,23.4,81,55
-36.3495,141.1057,2015-04-10T04:15:30,49.4,92,71
-37.94,143.2424,2015-04-10T04:15:30,93,100,88
-37.9574,142.7555,2015-04-10T04:15:30,97.2,100,89
-37.7712,142.8747,2015-04-10T04:15:30,38.2,87,63
-37.7615,142.8729,2015-04-10T04:15:30,60.8,82,75
-37.6195,143.2159,2015-04-10T04:15:30,38.3,87,63
-37.6247,144.228,2015-04-10T04:15:30,97.3,100,88
-37.6287,142.6158,2015-04-10T04:15:30,79,98,82
-37.5007,143.4488,2015-04-10T04:15:30,152.2,100,106
-36.8326,142.4841,2015-04-10T04:15:30,21.4,80,54
-36.3618,144.8951,2015-04-10T04:15:30,26.1,82,56
-36.6803,141.7654,2015-04-10T04:15:30,87.2,100,87
-36.6719,141.7731,2015-04-10T04:15:30,32.1,86,61
-36.1591,140.9846,2015-04-10T04:15:30,29,84,59
-35.6535,142.8535,2015-04-10T04:15:30,35,88,65
-37.5837,142.634,2015-04-09T05:17:40,105.9,94,90
-36.0562,143.5103,2015-04-09T05:10:20,25.9,81,55
-36.8859,142.1344,2015-04-09T05:10:20,26.6,81,55
-38.2576,143.8712,2015-04-04T04:58:40,27.9,83,57
-36.2585,141.1493,2015-04-04T04:54:00,20.8,80,54
-37.9115,143.4324,2015-04-04T04:52:30,69.5,96,80
-38.1015,143.0773,2015-04-04T04:51:50,35.9,86,61
-38.2555,143.8559,2015-04-04T04:51:50,34.8,86,62
-37.7776,143.1712,2015-04-04T04:51:30,47.8,91,69
-38.2512,143.8764,2015-04-04T04:51:30,27.6,83,57
-37.8632,142.9218,2015-04-04T04:51:30,82.1,99,85
-36.4704,142.1799,2015-04-04T04:51:30,40.4,90,67
-36.6498,144.8664,2015-04-03T04:18:10,50.4,93,72
-36.1776,145.7048,2015-04-03T04:16:40,95.4,100,91
-36.333,145.7184,2015-04-03T04:15:10,20,82,56
-36.3533,144.2947,2015-04-03T04:15:10,40.6,90,68
-36.6935,143.1768,2015-04-03T04:14:50,24.4,83,57
-36.1244,145.9655,2015-04-03T04:13:40,105,100,95
-36.2523,144.7721,2015-04-03T04:13:00,32.1,86,61
-36.2037,145.9348,2015-04-03T04:10:50,44.7,92,71
-36.3391,145.7262,2015-04-03T04:10:40,23.7,84,58
-36.2078,146.0237,2015-04-03T04:10:20,20.6,82,56
-36.1791,145.6932,2015-04-03T04:09:50,88.5,100,89
-36.1077,146.1607,2015-04-03T04:09:50,80.1,99,86
-36.0536,145.8741,2015-04-03T04:09:50,87.9,100,89
-36.2539,144.7598,2015-04-03T04:09:40,20.6,80,54
-36.7294,144.5336,2015-04-03T04:09:30,62.3,95,77
-36.1351,145.9559,2015-04-03T04:09:30,220,100,123
-36.1311,145.426,2015-04-03T04:09:30,65.7,96,79
-37.6385,148.201,2015-04-03T04:09:20,55.3,86,69
-37.8939,142.5561,2015-04-03T04:09:20,30.7,84,58
-35.473,143.7495,2015-04-03T04:09:20,27.7,85,59
-36.1549,147.9522,2015-04-03T04:09:10,102.9,100,92
-36.2505,144.7085,2015-04-03T04:09:10,24,82,56
-37.8955,142.5617,2015-04-03T04:09:10,36.5,86,62
-37.1007,145.2239,2015-04-03T04:09:10,23.7,81,54
-36.671,147.7078,2015-04-03T04:09:10,62.3,94,74
-36.689,147.7119,2015-04-03T04:09:10,60.6,93,72
-36.4499,145.6465,2015-04-03T04:09:10,106.6,100,95
-36.1566,147.941,2015-04-03T04:09:10,46.8,91,68
-36.2113,145.9481,2015-04-03T04:09:10,32.8,88,64
-36.2021,145.9462,2015-04-03T04:09:10,33.6,88,65
-36.0657,146.6031,2015-04-03T04:09:10,26.1,81,54
-36.1868,145.7067,2015-04-03T04:09:10,69.2,97,82
-36.1336,145.9674,2015-04-03T04:09:10,193.4,100,117
-36.334,144.2911,2015-04-03T04:09:10,18.6,81,54
-35.4715,143.7627,2015-04-03T04:09:10,131,100,101
-36.4424,141.8898,2015-04-03T04:09:00,28.1,84,58
-36.6874,147.7231,2015-04-03T04:09:00,42.8,83,62
-36.1259,145.9541,2015-04-03T04:09:00,129.2,100,102
-36.1168,146.1626,2015-04-03T04:09:00,49.7,93,73
-36.7279,144.5464,2015-04-03T04:09:00,76.2,98,84
-36.2128,145.9366,2015-04-03T04:09:00,54.5,94,75
-37.9663,147.3314,2015-04-03T04:09:00,35.9,85,59
-37.0913,145.2222,2015-04-03T04:09:00,59.7,94,75
-36.1883,145.6951,2015-04-03T04:09:00,32.7,88,65
-36.6337,147.7444,2015-04-02T12:54:10,87.9,100,80
-36.6353,147.7312,2015-04-02T12:51:20,70.4,100,72
-36.6685,147.6991,2015-04-02T12:51:00,25.3,88,42
-37.7405,147.2252,2015-04-01T04:21:10,57.8,93,73
-37.7426,147.2126,2015-04-01T04:21:10,37.8,87,62
-36.5052,144.9298,2015-04-01T04:21:10,31.7,86,61
-35.4961,143.8142,2015-04-01T00:02:20,40.8,89,66
-37.6516,148.2116,2015-03-31T13:12:20,19.6,81,40
-36.893,145.8181,2015-03-31T13:10:40,24.2,93,44
-37.7394,147.2276,2015-03-31T13:10:00,64.8,100,72
-36.6342,147.7453,2015-03-31T13:09:10,20.1,80,40
-37.1378,148.7455,2015-03-31T13:03:20,21.1,81,40
-37.1469,148.7476,2015-03-31T13:03:10,21.6,83,41
-36.9022,145.8199,2015-03-31T13:03:00,26.5,98,46
-36.6448,147.7363,2015-03-31T13:03:00,23.3,88,42
-37.7211,143.3572,2015-03-31T05:23:30,31,85,59
-37.4487,142.7844,2015-03-31T05:22:40,23.9,82,56
-36.8636,143.4389,2015-03-31T05:19:20,22.3,81,55
