latitude,longitude,power,confidence,surface_temperature_celcius
-35.1842,141.0716,24.3,84,59
-36.7903,141.618,46.5,90,68
-37.0653,141.0674,23.9,80,53
-36.8158,142.6229,72.3,97,81
-37.0752,143.6154,164.5,100,109
-37.2017,143.8117,41.8,88,65
-37.7457,142.9428,27.2,80,54
-36.9834,143.4938,24,82,56
-37.8076,142.1698,27.4,81,54
-36.5532,142.5349,43.8,90,68
-36.4631,144.7654,35,86,61
-36.786,141.4403,24.9,81,55
-35.6469,142.376,104.6,100,94
-36.2767,143.2906,32.3,86,61
-36.7308,144.0007,24.4,80,54
-37.9078,145.8655,184,100,111
-36.0935,146.5158,35.4,86,61
-36.4449,140.9836,46.3,91,69
-36.4541,140.9854,23.4,81,55
-37.7587,142.8521,74.6,84,80
-37.1999,143.8231,102,100,91
-36.2857,141.3467,42.8,90,68
-37.7845,142.9936,37.8,86,61
-36.0325,145.7562,27.4,84,58
-35.7751,143.4916,29.3,86,61
-35.7768,143.4803,25.5,84,59
-36.4393,141.7061,36,88,64
-36.4538,144.763,77,97,82
-37.6261,142.9447,34.9,85,60
-36.7469,141.3318,34.3,86,61
-36.1067,143.7948,70.2,97,80
-37.88,143.7233,46.5,89,65
-36.6914,140.9792,25.8,81,55
-36.0837,144.2448,89.6,100,88
-35.9124,141.8639,30.6,86,61
-37.073,141.0811,37.6,87,62
-37.9246,146.2464,127.1,100,96
-37.6073,142.8819,31.2,83,57
-35.9508,142.1753,20,81,55
-34.5457,141.7102,24.4,84,58
-38.0254,142.3959,131.6,100,99
-36.2567,142.4903,22.3,82,55
-36.0749,143.4058,49.9,92,71
-38.1544,143.7961,29.1,81,54
-36.8452,141.4882,33.9,86,60
-37.9825,143.837,31.4,83,57
-35.7786,143.469,25.7,84,59
-37.9152,145.8808,75,95,77
-36.4612,144.7775,72.8,91,80
-36.3313,141.0017,55.1,94,74
-37.8167,142.1718,38.2,86,61
-36.4409,141.6948,102,100,93
-37.9174,145.8678,118.8,100,94
-38.1128,143.6496,28.1,80,54
-36.6529,143.9035,177.3,100,112
-36.2583,142.4792,22.1,81,55
-36.6136,142.5022,21.6,81,55
-36.8664,143.5299,170.5,100,111
-35.8182,143.8739,103.4,100,92
-36.3445,144.11,31.7,85,60
-36.8681,143.5186,63,95,77
-36.782,141.8851,43.2,90,67
-37.4611,144.9371,54.4,91,70
-36.4816,141.6635,60.7,94,75
-37.6171,142.9426,50,91,69
-36.5568,144.0538,45.9,90,68
-37.8906,146.2035,71.9,95,76
-35.0706,141.4435,55,95,76
-38.2661,143.9672,31.8,83,57
-37.8817,143.7119,43.7,88,64
-36.163,144.0295,24.6,81,55
-35.1857,141.0604,98.5,100,92
-35.6453,142.387,43.9,91,69
-36.5586,144.0423,52.6,92,72
-36.3972,141.6041,96.5,100,91
-36.4503,141.557,21.8,81,54
-36.4097,145.8952,29.9,84,58
-37.3863,142.8822,32.7,85,60
-38.0795,143.2449,107,100,91
-36.7089,143.3518,106.1,100,93
-36.2842,141.3581,34.5,87,63
-36.2648,141.1012,171.8,100,112
-36.3636,141.6612,21.9,81,55
-36.1367,145.2071,53.3,92,71
-36.3839,141.3032,25.1,83,57
-36.1833,143.542,24.2,81,55
-36.1441,145.2221,42.4,89,65
-37.8885,143.9157,86.7,99,85
-37.4407,143.018,29.6,83,57
-36.601,144.6378,72.4,97,80
-37.1945,148.8074,41.4,83,57
-36.3879,141.4277,29,82,55
-36.1518,144.0233,74.6,96,80
-36.1418,144.0261,66.6,95,76
-35.7073,143.1849,26.5,93,44
-37.594,142.6933,158.1,100,106
-37.5799,142.7451,35.6,84,58
-37.5949,142.6857,130.5,100,99
-37.5812,142.7374,66.9,94,75
-37.8247,143.6243,71.7,95,77
-36.6507,142.4998,33.1,86,61
-37.4028,143.6932,67.7,95,76
-36.6407,142.4914,37,87,63
-36.8292,142.1692,30.3,84,58
-37.4033,143.6884,55.5,92,70
-36.1456,141.9066,31.7,84,59
-36.6802,142.5406,154,100,106
-36.0888,143.4782,27.4,83,57
-36.8272,142.2097,29.7,84,58
-36.9049,143.5416,31.8,85,59
-37.8249,143.6174,130.5,100,98
-36.835,142.2027,38.3,87,63
-36.89,143.5402,26.7,82,56
-36.4489,144.7685,59,93,73
-36.6823,142.5024,54.3,93,72
-37.8271,143.5831,178.9,100,111
-36.2562,143.2599,28.3,81,55
-36.353,143.3506,32.9,84,58
-36.018,143.2048,34.9,85,60
-36.7287,142.6017,82.1,99,86
-35.2363,143.0004,43.9,91,69
-35.2378,142.9864,106.2,100,94
-35.2397,142.98,25.4,80,59
-35.2381,142.994,75.9,98,84
-37.7009,146.2046,31.7,80,53
-36.4023,145.7705,29,80,59
-36.7165,142.6155,39.6,90,67
-36.5652,145.5105,23.3,80,54
-37.3257,149.1209,22.4,85,41
-36.7507,147.1308,19,80,40
-37.3268,149.3795,27,94,49
-37.3252,149.3911,20,86,41
-36.3477,144.533,24.4,86,42
-37.3191,149.366,25.7,97,46
-36.7408,147.1243,30.5,100,49
-36.762,147.12,23.1,92,44
-36.7309,147.1227,23.3,89,43
-37.8361,142.7482,25.3,80,54
-36.698,141.6416,22.4,81,55
-36.701,141.6351,19.7,80,53
-37.2168,147.4748,106.5,100,90
-37.222,147.4689,79.2,96,79
-37.2063,147.4713,61.1,92,70
-37.2082,147.4368,62.6,92,71
-37.224,147.4347,74.4,95,76
-37.2185,147.4402,163.7,100,106
-35.6778,143.1774,28.5,97,46
-37.5816,148.5862,47.2,84,66
-36.6334,142.2244,50,92,70
-35.805,142.1326,111,100,95
-37.8429,143.8366,95.3,100,88
-35.9049,143.6874,18.3,81,55
-36.1104,145.9829,61.6,90,77
-35.1476,141.819,25,86,61
-36.9918,141.8667,117.9,100,97
-37.782,148.3844,127.1,100,99
-37.9754,143.3964,29.2,83,57
-37.394,143.5541,42.5,83,65
-36.9902,141.879,38.7,89,66
-37.745,142.993,41.3,89,66
-37.1839,143.8112,39.3,89,65
-36.0157,145.9414,53.1,92,71
-37.777,148.4128,89.9,99,86
-37.5888,148.5949,58.9,93,73
-34.3943,141.7567,30.1,89,65
-36.6095,142.7011,32.8,87,62
-36.2805,145.4377,30.8,85,60
-36.0844,141.4934,51.1,81,72
-36.031,145.6824,49.4,91,69
-36.4018,145.7195,25.5,83,57
-37.8078,143.3482,32.7,85,60
-36.3168,145.7285,141,100,104
-37.5788,148.592,49.2,90,68
-37.5814,148.5777,50.9,86,69
-36.3739,141.3614,27.6,85,60
-36.6384,142.4075,44.6,90,67
-35.811,142.1403,110.5,94,96
-37.8545,142.5132,194.7,100,116
-36.7381,141.4541,28.2,84,59
-37.5036,142.8753,38.4,83,64
-37.7746,148.3673,41.9,88,65
-36.9034,141.0013,111.3,100,96
-37.7542,142.9949,65.8,96,78
-37.853,142.5253,146.3,94,104
-36.4149,141.0156,30.8,85,60
-38.0052,142.6179,95.2,94,89
-36.357,141.2363,17.8,80,53
-37.8161,142.9286,51.8,92,71
-36.4339,141.5458,34.2,87,63
-36.9018,141.0146,128.4,100,101
-36.6986,142.7259,54.8,86,72
-37.3803,145.611,56.4,91,68
-36.608,142.7127,25.4,84,58
-36.6349,142.2125,87.3,94,86
-37.7617,143.081,74.8,97,81
-36.0387,145.6787,45.3,90,68
-37.7697,148.336,32.6,81,58
-37.3189,145.5894,43.6,81,60
-35.124,142.0757,25.3,81,61
-37.803,142.3151,70.1,83,78
-37.805,142.8233,29.3,82,56
-36.1757,145.7544,31.2,87,62
-36.0663,145.6855,33.6,87,62
-38.2003,146.8378,45.3,100,59
-37.4583,148.2459,21.5,81,40
-37.6784,146.1432,27.2,93,44
-37.4492,148.2438,29.6,100,47
-38.2153,146.8652,22.2,82,40
-35.6922,143.1619,32.3,100,49
-38.2094,146.8398,39.6,100,55
-35.7024,143.1637,22,81,40
-35.2464,141.1143,29.1,98,46
-38.2078,146.8515,40.9,100,56
-37.4015,145.5947,24.2,88,42
-38.2169,146.8535,21.5,80,40
-37.6387,142.9032,99.8,87,89
-37.6439,142.913,85.5,93,84
-37.3165,147.4932,69.2,93,73
-37.3158,147.4986,76,95,76
-37.7916,148.4098,32.2,81,55
-37.4471,147.6331,53.3,89,66
-37.79,143.3801,39.3,82,63
-36.5465,142.0912,27.7,83,57
-37.7835,148.4138,52.2,90,67
-37.4169,145.5926,51.4,89,65
-37.4323,147.6583,74.4,95,76
-37.4343,147.6327,115.1,100,92
-37.7851,143.3753,41.4,83,64
-37.4449,147.6594,52.5,89,65
-36.5475,142.0881,39.4,88,64
-36.087,141.7227,27.5,93,44
-36.0852,141.7112,55.7,100,64
-36.3194,141.7531,34.5,88,64
-37.3601,145.8519,44.8,82,62
-36.1598,141.8841,35,88,65
-36.6936,145.2788,35.9,86,61
-36.1057,141.7608,212.5,100,121
-35.4033,143.267,40.3,90,67
-36.111,145.124,46,85,67
-36.1615,141.8728,37.9,90,67
-37.3074,142.9925,31.4,81,55
-36.1849,145.9109,155.3,100,108
-36.6965,142.7116,40.1,88,65
-37.3765,145.8221,47.2,87,62
-36.6078,141.9742,36.9,88,64
-36.1122,142.1491,61.2,90,76
-37.3735,145.8384,125,100,95
-35.4128,143.2693,24.1,83,58
-35.4255,143.6306,42.8,89,66
-36.1955,145.914,63,96,78
-35.4533,143.2029,40.4,85,67
-35.4993,143.3105,23.5,84,58
-36.5989,141.9771,76.1,92,81
-37.4485,143.5041,32.9,81,55
-36.104,141.772,178.1,100,114
-36.6663,143.2603,36.4,80,59
-35.7523,143.8866,31.7,85,60
-36.0994,143.4156,38.8,82,62
-36.8395,142.2188,36.7,82,63
-37.8351,145.9789,44.9,86,61
-36.1925,145.93,68.2,97,80
-36.7848,141.9044,34.6,85,61
-36.6962,145.2642,31.7,84,59
-36.343,142.1986,233.4,100,123
-37.1089,143.0783,29.3,82,56
-36.114,142.1377,202.8,100,118
-36.2906,141.758,23,82,56
-36.095,141.7699,74,98,83
-36.0967,141.7587,129.4,100,101
-36.6006,141.9657,69.1,96,79
-36.3521,142.2008,218.7,100,121
-37.5436,143.6122,38.2,80,54
-36.2205,141.7933,18.8,81,54
-36.0973,143.4279,108.2,87,93
-37.0769,141.042,56.5,93,73
-36.1819,145.9269,122.4,100,99
-35.4616,143.7251,26,80,54
-37.8046,146.0304,26.2,91,43
-37.9068,145.9047,23.7,83,41
-36.1156,141.6664,52.7,100,63
-37.8064,146.0189,28.3,96,45
-37.3735,145.886,124.4,87,96
-37.7465,143.3806,55,93,73
-36.7199,141.3946,26.7,82,56
-37.8072,145.9738,75.9,95,78
-36.1534,141.5948,38.1,88,64
-37.3704,145.8942,76.4,96,78
-37.297,143.5753,108.3,100,94
-37.7529,143.3745,32.5,85,59
-37.2988,143.5487,98,100,90
-36.1698,142.0536,26.5,84,58
-37.3716,145.9065,203.8,100,116
-37.3025,143.5714,124.9,100,99
-37.7216,143.4272,33,85,60
-36.4291,141.2426,33.3,86,61
-37.383,145.9089,104.5,100,89
-37.7446,143.4085,42.8,89,66
-37.3851,145.8878,46.2,83,63
-35.7626,142.1167,33.2,87,63
-37.3802,145.9147,149,100,103
-36.6085,142.4451,20.9,80,54
-37.8777,143.371,26.6,81,54
-37.7509,143.4023,79.3,98,83
-37.7974,145.9535,131.2,87,98
-35.7657,142.0906,40.5,90,67
-37.9112,143.6025,34.9,85,61
-35.7609,143.8442,23,82,56
-36.1556,141.5904,40.5,89,66
-36.4312,141.2064,61.7,95,76
-35.7647,142.0858,37.5,89,65
-37.3046,143.5448,53.9,93,72
-36.1702,142.0586,30.8,86,60
-37.7236,143.3995,88,99,86
-34.2594,141.6139,24.6,81,55
-36.916,142.0521,28.8,82,56
-36.9116,142.0732,39.8,87,63
-37.7074,143.3065,32.9,82,57
-36.1558,145.9723,23.9,80,54
-37.3301,143.5514,39.3,86,61
-34.2636,141.6328,27.5,81,55
-36.4721,142.2586,35.1,88,65
-38.004,143.9249,31.5,86,61
-36.4557,142.2434,47.9,92,71
-36.8009,142.7259,59.9,95,76
-36.8099,142.728,52.8,93,73
-36.811,142.2655,24.9,83,57
-34.395,142.0522,12.5,80,55
-36.7806,141.5597,56.8,94,74
-36.8189,142.73,21.1,81,55
-37.0924,141.897,68.8,97,80
-34.3526,141.6458,64.3,98,83
-34.386,142.0503,12.3,81,55
-37.4996,142.5966,37.7,87,63
-36.4573,142.2323,33.1,88,64
-37.9452,143.5834,72.1,97,81
-37.9526,143.597,158.5,100,108
-37.6269,143.4348,160.7,100,109
-36.7131,142.4338,24.7,82,56
-34.351,141.6567,74.7,99,87
-37.5012,142.5853,99.2,100,90
-37.1609,149.0754,35.9,84,58
-36.82,142.2675,20.8,80,54
-35.0805,142.4642,66.8,97,82
-36.8218,141.9249,22.1,81,55
-37.9231,142.9113,32.8,85,60
-37.094,141.8857,25.6,83,58
-34.3616,141.6477,19.9,85,60
-37.9435,143.5948,38.3,88,64
-37.9247,142.8999,73.9,97,81
-37.8051,143.0309,35.9,87,63
-38.0221,143.9294,34.7,87,62
-35.0821,142.4532,19.2,83,57
-38.018,143.899,22.2,81,55
-38.1106,143.7314,21.5,80,53
-38.0652,142.9781,20.3,81,55
-38.0693,142.9722,88.5,100,89
-37.9488,143.8882,22.8,82,55
-38.0715,142.9591,44.2,92,70
-38.0674,142.965,43.2,91,69
-37.9462,143.9026,33.7,87,62
-37.8468,142.8775,24.6,84,58
-37.8973,143.4754,46,82,66
-37.7805,143.5003,63.9,95,76
-37.7829,143.5056,37.3,87,63
-37.8122,146.0807,180.6,100,111
-37.5629,144.752,30.2,85,60
-37.8774,145.8213,73.6,95,78
-37.8881,145.8229,134.7,100,99
-37.6605,142.1116,19.2,85,60
-37.6622,142.1001,55.4,96,79
-37.4523,147.0175,46.6,90,67
-37.4261,147.0323,77.2,98,84
-37.3949,147.0175,96.6,100,91
-37.671,144.6536,17.6,84,59
-37.4375,147.0336,152.1,100,106
-37.6625,144.287,42.3,92,71
-37.4224,147.0511,176.6,100,113
-37.017,148.1297,224.3,100,121
-37.0155,148.1432,76.3,97,81
-36.7152,141.3853,50.8,94,74
-36.6867,141.137,23.9,84,59
-36.7128,141.3986,25.8,86,61
-34.357,141.5361,28.9,90,67
-34.3539,141.5547,38.8,93,73
-36.9939,148.2244,48.9,90,68
-36.9959,148.2118,65.9,95,76
-34.3654,141.543,25.7,89,65
-34.3539,141.5629,10.3,81,55
-34.3554,141.5413,54.9,96,80
-34.3555,141.5495,45.6,94,75
-37.4157,147.0084,150.6,94,105
-37.0193,148.1459,52.7,84,72
-37.4229,147.027,129.4,100,100
-37.0055,148.1582,46.3,80,69
-37.4128,147.0242,122.2,85,99
-37.223,147.9431,155.4,100,105
-37.2252,147.9363,173.3,100,109
-37.2284,147.9187,64.9,94,74
-37.6572,142.0703,63.8,97,80
-37.6592,142.058,16.6,81,55
-37.996,146.3535,21.1,86,41
-37.7752,141.9086,30,88,65
-34.3795,141.6331,21.7,87,62
-34.3735,141.6604,16.5,85,59
-37.4398,142.1964,34.7,82,55
-37.4096,142.191,33.5,81,55
-38.3929,147.0623,49,87,63
-37.0608,147.5171,68.9,93,73
-38.3921,147.0708,66.7,100,70
-38.3938,147.0593,48.8,100,60
-38.3967,147.0683,28.1,92,44
-34.1129,141.0093,33.9,81,55
-37.8884,141.3414,49.7,87,63
-37.5615,141.8944,38.4,81,55
-37.8965,141.6155,48.1,86,62
-37.1971,148.8197,55.8,88,65
-38.3602,146.7042,53.4,88,64
-38.3535,146.711,61.6,91,69
-37.1315,144.6066,67.7,93,72
-38.3519,146.6967,173.7,100,108
-38.3814,146.5196,46.6,85,60
-38.3831,146.5348,36.8,80,54
-38.3499,146.7062,80,96,78
-38.3484,146.6917,68.7,93,73
-38.2643,146.2854,134.6,100,100
-38.2607,146.2916,73,95,77
-38.251,146.29,142,100,101
-38.2623,146.2786,99,100,88
-38.2658,146.2724,73.8,90,79
-38.2208,146.3164,46.3,85,60
-38.2329,146.3147,163.8,100,106
-37.7361,141.3596,50.3,87,63
-38.2309,146.2922,139.9,100,99
-38.1838,146.4343,141.8,100,100
-38.2168,146.7679,37.7,82,57
-38.1855,146.4229,133.3,100,98
-38.1962,146.4136,58.6,86,70
-38.3887,147.0515,38.3,100,53
-37.1292,144.5978,54.1,89,66
-36.0899,147.4778,28.3,93,44
-37.3212,141.0415,70.2,90,77
-37.3166,141.0603,76.5,89,80
-37.9814,144.549,32,80,54
-38.4764,143.1078,88.8,98,82
-38.4746,143.1284,42.6,85,59
-38.4728,143.1031,50.3,88,64
-38.4784,143.1332,36.5,81,54
-37.8192,143.7733,37.5,81,55
-38.3878,147.0797,20.9,83,40
-37.8558,141.6095,54.1,90,67
-37.8539,141.632,44.9,87,62
-37.5177,149.6857,30.7,80,54
-37.9735,146.2012,62,93,73
-36.1044,146.3181,42.6,85,60
-37.9825,146.2034,38.2,84,59
-37.7113,147.4052,148.6,87,102
-37.7147,147.4101,150.5,94,103
-38.3496,147.0459,35.3,83,57
-36.0524,145.6333,25.6,81,55
-38.171,141.9129,53.1,91,70
-36.2921,145.6734,26.3,83,58
-38.4114,146.7621,31.3,81,55
-36.1243,145.9315,35.8,88,63
-36.2898,145.6866,89.3,100,88
-37.6239,146.2542,38.7,83,57
-35.3099,141.0776,36.4,89,65
-37.3043,144.1957,38.9,86,61
-38.5843,143.1011,45.6,88,64
-38.5826,143.1126,40.7,86,61
-37.9425,143.2666,29.8,83,57
-38.5916,143.1147,28.7,80,54
-36.5479,144.7056,23.7,81,55
-38.1691,141.9059,45.3,87,62
-38.4135,143.1478,32.5,81,55
-38.4108,143.1332,116.1,100,94
-36.1534,143.5703,45.9,89,65
-37.2067,141.3689,75,95,77
-37.3826,148.9511,236.2,100,123
-37.2885,149.0183,148.3,100,102
-37.2866,149.0305,35,81,55
-37.3752,148.937,114.2,100,93
-37.3844,148.9394,157.9,100,106
-37.3734,148.9489,86.5,98,83
-37.7241,148.0695,21.4,86,41
-37.7336,148.0712,21.1,85,41
-37.8738,141.5074,49.8,91,68
-37.8738,141.5007,32.5,82,56
-37.8624,141.4958,61.2,94,74
-37.864,141.5094,177,100,111
-38.1725,141.9798,44.1,88,64
-38.181,141.9635,134.3,100,100
-38.1826,141.978,171.1,100,110
-37.3868,143.5469,24.6,81,55
-37.7858,142.6954,42.1,89,66
-37.7557,143.2081,90.3,100,87
-38.1701,141.9746,140,100,102
-36.2525,144.8898,31.7,82,56
-37.7837,143.3984,202.5,100,118
-37.7944,143.3889,67.7,96,78
-38.0918,143.0882,29.6,84,59
-36.886,147.8858,32.6,80,54
-38.0667,143.3475,48.7,87,70
-38.0238,143.7308,24.8,81,55
-37.872,141.4991,44.3,88,64
-37.53,143.5849,32.3,84,58
-38.0222,143.7423,55,93,73
-37.7542,143.2197,98.2,100,90
-37.9005,143.2874,25.5,82,56
-38.1716,141.9619,165.7,100,109
-37.8255,142.8255,21.7,80,53
-37.8318,143.1103,26.1,83,57
-37.8679,143.7312,45.1,90,66
-36.1449,146.0576,49.9,90,68
-37.6646,142.7,50.9,92,71
-38.1025,143.0783,68.8,96,79
-36.1468,146.0456,29.3,81,55
-38.0933,143.0764,93.9,100,89
-36.3834,141.1288,35.2,88,64
-37.4915,142.0537,23,80,54
-38.5057,146.5515,181.3,100,111
-38.517,146.561,41,86,61
-38.515,146.5488,77.6,96,79
-38.5077,146.5636,35.3,83,57
-37.4906,141.9962,32.2,80,54
-36.4016,145.5857,22.1,82,56
-36.3017,145.6779,19.9,81,55
-36.5203,145.5306,31.5,86,62
-36.5087,145.5289,57.9,95,76
-37.1779,148.9247,32.4,81,55
-36.9773,143.1461,27.3,84,58
-37.1495,143.3563,33.6,85,59
-36.7403,141.4941,55.6,94,74
-37.496,142.0543,29,80,54
-37.8273,143.7067,35.2,86,61
-36.7385,141.501,28.6,84,59
-36.3909,141.3669,22.7,81,54
-37.7549,143.2325,49.9,91,70
-38.1753,141.954,82.8,98,82
-37.76,142.7625,37.5,87,62
-37.8818,143.1078,28.2,83,57
-37.7561,142.8424,59.9,89,74
-36.8613,141.447,21,80,54
-37.3208,143.9047,41.8,88,64
-37.1126,143.3553,56.7,92,72
-37.1471,143.6659,109.5,100,94
-36.8538,141.4307,46,91,69
-37.7497,142.7594,133.6,100,101
-36.8514,141.4443,50.2,92,71
-37.7406,142.0771,36.9,87,62
-37.5134,142.591,42.5,89,66
-37.1438,143.6833,41.8,89,66
-36.8382,143.4554,45.6,91,68
-37.1232,143.3591,62,94,75
-36.3904,141.3734,63.9,95,77
-36.3885,141.3806,29.8,84,58
-37.1386,143.3537,69.3,96,78
-37.8893,143.1268,37.6,87,62
-37.134,143.3623,98.5,100,90
-37.351,143.5747,31.3,84,59
-37.8231,143.7165,27.5,82,56
-37.148,143.3489,38.4,87,63
-36.837,143.4604,57.6,94,75
-38.172,143.9703,43.6,84,66
-37.7381,142.0913,83.1,98,84
-37.8788,143.1236,56.5,93,73
-37.4328,141.6564,63.6,94,76
-37.8263,143.6996,24.6,80,54
-36.8176,143.3223,22.4,80,53
-37.1396,143.6449,46.1,90,68
-36.8898,141.99,45.3,91,69
-37.1355,143.3694,83.9,98,84
-37.7468,142.7747,59.9,94,74
-37.7589,142.8269,34.5,86,60
-37.8083,142.2238,31.2,84,59
-37.1362,143.6624,53.5,92,72
-37.1433,143.3536,35.2,84,58
-38.1527,141.9686,105,100,91
-36.2548,147.9853,36.8,86,61
-36.5044,146.7357,38.7,86,61
-36.2207,146.3108,20.8,81,55
-36.6842,146.6118,60.4,93,72
-36.8475,143.5232,65.2,93,73
-36.6403,145.2733,155.3,100,107
-36.6419,145.2598,82.3,99,84
-36.2113,146.3089,55.2,94,74
-37.4024,145.8653,37.8,82,57
-37.4146,145.8601,54.3,90,67
-37.2338,141.3326,41.6,87,63
-37.1441,148.7231,111.3,94,92
-37.2348,141.3396,53.1,91,69
-36.0027,141.4149,27.7,83,57
-37.405,145.8579,215.4,100,118
-37.404,145.8524,54.3,90,67
-36.6748,146.6099,53.2,91,69
-37.1359,141.123,34.6,84,58
-36.6756,146.6126,20.4,80,40
-36.7069,146.862,29.2,96,48
-37.3305,147.5666,36.9,82,56
-37.5584,148.8013,57.8,91,68
-37.3325,147.5377,78.5,96,78
-37.3381,147.5446,112,100,91
-37.8664,146.4596,44,86,61
-37.3521,145.8355,163.4,100,106
-36.0502,146.1404,27.6,82,56
-36.0211,146.5979,35.8,87,62
-37.101,148.7281,71.8,95,77
-36.0092,146.5962,36.6,87,62
-37.8685,146.4649,98.9,99,87
-37.0941,148.7325,63.1,93,73
-37.0957,148.7164,52.1,90,68
-37.6245,146.1188,47,87,63
-36.8446,146.6231,36.7,84,58
-37.3529,145.8316,158.6,94,105
-37.6224,146.1423,36.3,82,56
-37.1063,148.7182,32.9,81,55
-36.1453,147.7423,41.8,86,62
-37.7176,145.9525,32.2,81,54
-36.1418,145.3143,84.3,100,88
-37.1464,148.957,78.3,97,81
-37.5115,146.1261,33.7,83,57
-36.3236,145.9672,24.1,82,56
-36.2332,145.4578,33.4,88,64
-36.8047,145.1351,27.3,84,59
-36.8062,145.1231,92.1,100,89
-36.1403,145.326,211.6,100,121
-36.7063,145.2698,18.4,80,53
-36.1523,146.1343,52.5,94,74
-36.7079,145.2579,20.1,81,54
-37.7252,145.9665,58.8,92,70
-35.909,143.194,27.7,84,58
-36.8537,146.1688,53.1,91,69
-36.1601,146.0081,22.7,83,57
-36.1011,145.9087,74.5,98,83
-36.287,146.0296,21.4,81,55
-37.6778,145.8401,102.6,100,90
-36.1299,146.4989,16.1,80,54
-36.2532,145.5928,48,93,72
-36.1632,146.4601,82.3,100,87
-36.1952,145.8871,137.1,100,103
-36.7637,145.4154,23.2,83,58
-36.0772,146.3555,18.1,82,55
-36.3958,145.2809,43.3,90,68
-35.5486,143.6759,30.8,88,64
-35.5502,143.6629,55.2,95,76
-36.4546,145.6699,22.2,83,57
-36.3251,145.9558,27.6,84,59
-37.6886,145.8299,83.4,90,83
-36.1868,147.5109,33.8,84,58
-36.8478,146.1616,37,85,60
-35.4022,142.6526,15.9,82,56
-36.8092,145.0989,42.5,89,66
-36.2517,145.6043,44.7,92,71
-37.7267,145.9545,32.5,81,55
-36.0692,145.9371,49.1,93,72
-37.7191,145.9406,42.2,86,61
-36.1648,146.4489,25.6,86,61
-36.1876,145.8738,36,88,64
-36.1508,146.1456,47.2,92,71
-36.2347,145.4462,33.2,88,63
-36.3986,144.7272,21.7,80,54
-36.8506,146.1591,58.2,100,67
-37.5018,146.1247,29.2,100,48
-36.8489,146.1752,24.6,93,44
-37.0743,141.597,23.2,82,55
-37.8193,142.9531,90.4,100,89
-37.7122,143.1633,170.5,100,111
-37.8109,142.9579,33.4,87,63
-37.0701,141.6007,20,80,53
-37.6678,142.9539,48.8,92,71
-37.3776,142.9194,102.9,100,92
-37.6743,142.9254,95.5,100,90
-37.6985,143.158,79,98,84
-37.9236,145.8477,119.2,100,94
-37.3751,142.9132,74.5,97,82
-36.9068,142.7739,46.6,92,70
-37.7053,143.129,23.1,82,56
-37.253,143.1219,26,82,56
-36.9706,142.5883,20.8,80,54
-37.671,143.3406,32,87,62
-37.7064,142.7851,29.1,84,59
-36.3429,141.0109,21.1,81,55
-37.7396,143.1738,50.4,92,71
-37.7463,143.1445,23.1,82,56
-37.6917,143.2515,43.5,90,68
-37.719,143.1342,77.1,98,83
-38.0739,142.5266,33,87,62
-37.8244,142.9629,55.8,94,75
-37.6619,143.1083,29.3,85,60
-38.068,142.5531,49.4,92,71
-38.0096,143.4264,19.6,80,54
-36.9017,141.6573,21.2,81,55
-36.8968,141.6607,36.2,88,64
-36.9109,142.7828,58.7,95,76
-37.5672,145.582,34.5,81,55
-37.6324,145.6854,71.6,94,75
-37.569,145.5337,87.9,98,83
-37.5653,145.5746,42.6,85,60
-37.5674,145.5262,44.5,86,62
-37.6499,145.6822,36.6,82,56
-37.5115,143.5455,47.5,91,70
-37.8429,142.5689,28.5,84,58
-38.009,142.6274,20.9,80,53
-37.9692,143.3608,30.1,85,59
-36.4256,141.4713,22.3,81,55
-36.1121,146.1729,76.5,98,84
-37.8521,142.4218,25.6,82,56
-36.2061,144.7633,37.9,88,65
-37.9752,143.386,21.1,80,54
-37.7273,142.7603,128.6,100,100
-38.0574,143.1818,26.2,80,56
-37.6518,143.1909,23.5,81,55
-36.9202,141.1513,26.8,84,59
-36.198,141.7542,33.9,87,63
-37.9444,143.4748,24.7,82,56
-37.9676,143.3724,180.6,100,113
-37.9096,143.1261,32,86,61
-37.8367,142.7644,38.6,88,65
-37.8506,142.4339,24.7,82,56
-37.7288,142.7484,31.6,86,61
-36.2263,147.4943,40.1,86,61
-38.0123,143.4482,28.3,85,60
-38.0139,143.4366,65,96,79
-37.9767,143.3744,60.4,95,76
-37.9661,143.384,107.4,100,94
-37.8043,142.8674,38.2,88,64
-37.8445,142.5569,70.6,97,80
-36.6613,141.6229,87.4,100,88
-37.5099,143.5569,58.7,94,75
-36.4011,148.0297,32.8,81,55
-36.5049,147.436,52.3,91,69
-36.1101,146.185,42,90,67
-36.9218,141.1382,26,84,58
-36.1971,144.7612,27.7,84,58
-36.0549,145.8005,27.2,85,60
-36.0494,145.7931,18.9,80,54
-37.8848,146.1392,68,94,74
-36.1853,146.0304,55.4,93,73
-37.9172,146.0829,34.8,81,55
-37.8924,146.1575,41.3,81,61
-37.8951,146.1427,63.3,93,73
-36.1954,146.0276,37.2,88,64
-37.882,146.1543,68.9,94,75
-36.7199,146.6399,34.2,82,55
-36.196,146.0335,28.7,84,58
-37.9131,146.1641,34.8,82,56
-36.1847,146.0246,67.8,96,79
-36.3572,146.8148,44,87,63
-36.3612,146.8148,25.5,92,44
-37.3918,141.3382,23.1,87,42
-37.3818,145.911,25.9,86,42
-36.3517,146.8125,28.4,97,46
