latitude,longitude,air_temperature_celcius,relative_humidity,wind_speed_knots
-37.698,144.223,19,57.2,8.9
-37.875,143.55,16,50.9,12.9
-38.056,143.016,17,52.5,6.7
-38.066,143.006,23,59,6
-38.065,143.018,25,58.3,12.2
-34.793,143.313,16,48.2,9.9
-36.65,141.321,17,50.8,9
-36.664,141.33,18,53.5,8.8
-36.676,141.331,19,56.1,6.9
-36.653,141.305,18,57,7.4
-36.651,141.328,22,58,6.9
-37.24,146.843,20,55.8,10.5
-37.242,146.828,16,48.4,8.1
-36.717,141.038,16,48.9,5.4
-36.72,141.034,18,53,6.6
-36.901,146.565,18,54.4,5.7
-36.902,146.548,26,53.7,8.7
-36.915,146.551,21,64.5,10.6
-37.098,142.005,16,48.1,9.3
-36.876,146.557,20,57.4,10.9
-37.271,147.048,31,61.9,14.1
-36.853,146.587,22,62.7,7.6
-36.915,146.561,21,60.4,6.8
-36.918,146.568,19,53.8,9.2
-36.871,140.978,16,48.3,14.4
-36.865,141.005,16,53.6,12.1
-36.86,140.999,14,48.5,7.3
-36.9,146.594,22,53.4,10.9
-36.863,146.602,18,53.6,7.2
-36.861,146.589,18,49.4,9.3
-36.871,146.587,15,44.6,9.7
-35.932,145.178,13,48.5,10.7
-36.876,146.602,15,49.1,9.6
-37.267,146.824,16,51,6
-37.251,146.868,23,49.6,10
-37.441,146.831,18,55.5,8.9
-37.437,146.854,16,48.3,9.4
-37.406,146.941,17,52.6,10.3
-37.439,146.843,21,54.9,7.4
-37.577,146.841,24,55.6,5.9
-37.562,147.004,23,54.1,5.7
-37.582,146.997,21,57.3,5.4
-37.58,147.008,20,62.6,10.1
-36.665,141.407,21,59.5,12.4
-36.718,141.414,22,62,7.9
-37.231,146.916,20,58.8,11.5
-37.302,147.081,20,52.9,17
-37.726,146.945,19,51.5,10.2
-37.584,146.849,21,51.7,7.2
-37.592,146.99,23,53.4,6.1
-37.261,146.852,19,60.2,6.4
-36.887,146.565,20,59.7,8.6
-36.881,146.591,21,58.1,5.3
-36.879,146.579,20,62.2,7.1
-36.888,146.591,25,58.3,7.1
-36.885,146.574,28,58.4,11.9
-36.89,146.56,18,53.3,10.8
-36.895,146.59,18,51.1,8.1
-36.885,146.588,21,52.8,4.1
-36.887,146.573,24,55.2,5.8
-36.897,146.575,23,63.8,7.1
-37.389,146.942,20,67.4,8.5
-37.412,147.154,18,57.5,16.1
-37.608,146.931,18,55.6,12.8
-37.588,146.985,20,58.4,6.1
-36.891,146.594,23,61.9,8
-36.889,146.607,23,60.6,10.1
-36.901,146.595,17,53.4,9.4
-37.096,147.284,18,50.6,6
-37.227,146.935,17,49.9,12.2
-37.237,146.937,13,47,7.9
-37.28,146.916,14,45.8,6.5
-37.208,147.283,14,45.7,9.2
-37.29,146.918,12,43.4,9.3
-37.299,146.924,15,47.7,5.9
-37.301,147.081,16,47.5,5.4
-37.321,146.819,17,47.2,4.9
-37.509,146.949,19,44.2,7.8
-37.567,146.885,21,47,13.2
-37.216,147.292,19,52.8,12.5
-37.203,147.294,11,48.2,10.8
-37.205,147.3,14,50.4,12.8
-37.238,146.926,14,52.5,7
-37.238,146.933,14,52.4,6.7
-37.253,146.995,16,54.9,5.9
-37.243,146.935,13,48.5,5.3
-37.541,146.972,12,44,4.7
-37.323,146.834,15,49.3,3.6
-37.214,147.294,13,51.4,4.6
-37.607,146.846,15,56.1,5.1
-37.616,146.844,22,52.8,9.1
-37.623,146.972,20,53.5,7.2
-37.604,146.843,17,58.1,11.7
-37.601,146.865,18,58.9,5.5
-37.6,146.877,17,59.3,4.2
-37.612,146.856,19,60.5,7
-37.609,146.879,14,52.8,9.3
-37.61,146.867,11,40.8,12.2
-37.615,146.834,12,48.2,7.3
-37.631,146.919,16,54.8,8.3
-37.725,146.698,15,51.9,6.6
-37.751,146.91,15,45.6,10.2
-37.79,146.824,14,49.2,10.5
-37.746,146.891,10,42.6,8.9
-37.789,146.836,10,43.1,4.7
-37.481,146.72,10,43.3,2.6
-37.51,146.756,14,47.4,7.1
-37.573,146.796,12,45.1,11.9
-37.437,146.781,12,45,10.5
-37.521,146.756,12,49.9,6.1
-37.507,146.753,12,49,4.6
-37.515,146.76,10,45.7,3.7
-37.539,146.795,9,45.3,2.5
-37.675,142.479,14,47.9,5.3
-37.732,146.864,9,44,2.8
-37.736,146.861,10,46.8,5.3
-37.629,146.848,10,47,5.2
-37.661,146.904,12,48.8,4.2
-37.651,146.902,13,49.4,3.8
-37.199,147.344,14,49.9,6.8
-37.474,146.754,12,51.6,3.4
-37.527,146.787,14,50.1,8.7
-37.517,146.783,14,51,9.9
-37.487,146.742,17,48.7,10.5
-37.496,146.762,15,49.9,7.9
-37.474,146.759,14,48.4,7.5
-37.514,146.804,14,50.7,8.6
-37.525,146.806,13,48.5,7.1
-37.505,146.782,14,48.1,13.7
-37.57,146.936,9,41.2,10
-37.546,146.951,12,42.8,12.1
-37.557,146.953,8,41.6,8.3
-37.572,146.919,11,43.8,6.5
-37.536,146.808,11,43.2,5.5
-37.581,146.939,12,47,4.8
-37.611,146.976,8,43.3,3.9
-37.693,146.942,9,43.2,4.9
-37.636,146.847,12,47.6,9.1
-37.076,147.189,9,40.8,6.7
-37.516,146.854,8,40.7,5.3
-37.097,147.22,10,46.3,4.6
-37.077,147.167,10,47.1,4.6
-37.095,147.232,8,44.5,4.7
-37.104,147.234,10,44.9,5.5
-37.103,147.246,12,49.4,4.4
-37.079,147.155,8,43.1,3.4
-37.113,147.23,11,46.4,6.5
-37.258,146.334,11,45.4,5.2
-37.284,146.352,8,42.6,2
-37.275,146.35,10,45.6,4.5
-37.111,147.242,10,47.9,4.1
-37.285,146.341,11,45.1,5.6
-37.131,147.235,11,45.3,10.6
-37.14,147.237,10,45.9,3.2
-37.267,146.337,10,41.4,9.4
-37.122,147.233,11,43.9,11.2
-37.253,146.684,10,37.9,8.5
-37.262,146.686,11,44.2,8.7
-37.298,146.865,10,45.7,3.6
-37.306,146.879,9,41,8.2
-37.333,146.886,10,43.7,7.2
-37.345,146.865,10,42.1,9.4
-37.326,146.872,5,34.9,4.3
-37.324,146.884,5,33.1,5.8
-37.327,146.861,6,30.8,5.7
-37.492,145.935,11,45.1,11.5
-37.347,146.854,12,47.2,8.8
-37.336,146.863,9,42.4,7.2
-37.354,146.862,9,40.1,7.5
-37.493,145.923,9,41.2,9.8
-37.353,146.874,9,42.8,9.3
-37.459,147.203,10,39.4,9.6
-37.472,147.182,10,44.4,5.6
-37.463,147.18,6,39,1.8
-37.461,147.191,9,39,5.6
-37.454,147.177,12,40.7,16.7
-37.726,146.722,9,40,8.6
-37.734,146.736,6,37.1,5.8
-37.725,146.734,10,35.6,14.5
-37.719,146.709,12,41.8,14.7
-37.717,146.72,10,44.8,8.8
-37.71,146.706,10,43.5,12
-37.956,145.713,7,40.5,8.1
-37.944,145.663,8,39.3,7.7
-37.975,145.614,11,35.3,18.2
-37.706,146.708,10,44.7,8
-37.674,146.822,12,44.7,11.4
-37.662,146.81,13,44,13.6
-37.649,146.8,8,43.8,7.3
-37.489,145.934,11,43.5,13.1
-37.667,146.838,11,40.5,13.4
-37.664,146.824,15,41.5,17
-37.604,146.774,9,42,4.6
-37.619,146.69,7,40.5,3.1
-37.617,146.735,7,40.7,3.7
-37.619,146.749,5,38.6,1.8
-37.624,146.769,8,44.6,3.9
-37.622,146.764,10,41,14.1
-37.601,146.701,11,40.4,19.3
-37.607,146.789,9,41.1,12.7
-37.624,146.718,9,42.9,8.9
-37.627,146.732,12,44.9,7.9
-37.637,146.79,14,43.7,17
-37.64,146.803,15,41.6,15
-37.619,146.741,12,43.9,12
-37.621,146.755,12,47,7.7
-37.609,146.743,15,41.2,13.8
-37.611,146.757,14,44.6,7.7
-37.614,146.712,14,49.9,13.7
-37.619,146.801,13,42.5,14
-37.614,146.721,10,39.9,12.6
-37.457,146.766,8,41,11
-37.46,146.779,7,37.9,5.7
-37.448,146.77,8,37.2,5.5
-37.473,147.198,9,40.4,6.9
-37.449,147.178,12,43.3,7
-37.421,147.193,10,44.1,7.3
-37.427,147.231,9,42.2,6.4
-37.451,147.191,12,40.4,5.9
-37.464,147.201,11,39.7,11.8
-37.454,147.203,7,37.2,6.2
-37.253,146.316,8,40.8,5.5
-37.423,147.206,10,41.4,6.9
-37.427,147.225,8,39.3,4.7
-37.425,147.212,8,36.3,6.3
-37.422,147.2,13,38.4,11.5
-37.425,147.218,17,38.7,16.8
-37.317,147.019,12,41,12.9
-37.308,146.966,8,35,14.4
-37.315,147.007,8,38.6,12.8
-37.325,147.004,10,43.7,9.5
-37.337,146.898,10,43.6,9.7
-37.31,146.979,9,41.9,9.2
-37.29,146.868,9,43.9,5.7
-37.292,146.881,11,41.7,8.7
-37.317,146.846,14,47.4,10.6
-37.318,146.962,13,51.1,6
-37.312,146.877,9,40.1,12.1
-37.33,146.856,12,44.5,11.1
-37.327,146.901,11,46.2,10.5
-37.32,146.976,9,37.9,9.1
-37.315,146.89,14,36,15.9
-37.298,146.852,14,39.3,17.7
-37.308,146.85,9,41.2,6.7
-37.3,146.866,14,41.7,12.3
-37.305,146.892,15,47.3,8.6
-37.277,147.023,20,43.6,10.3
-37.27,146.982,17,46.3,11.7
-37.272,146.996,14,44,14.4
-37.274,147.009,9,42.1,7.6
-37.267,146.969,11,40.8,6.4
-37.289,147.033,15,44.8,8.3
-37.279,147.036,13,43.6,9
-37.129,147.237,14,41.6,13.1
-37.139,147.235,11,41.6,7.9
-37.095,147.217,12,47.9,6.7
-37.137,147.221,11,44.2,5.8
-37.115,147.214,13,46.2,5.6
-37.083,147.207,19,50.3,7.7
-37.085,147.22,12,47.5,15
-37.073,147.211,11,45.3,8.5
-37.075,147.223,17,46.4,9.5
-37.718,146.837,18,54.6,12
-37.725,146.841,12,44.4,7.8
-37.618,146.713,13,42.5,8
-37.713,146.762,15,48.2,14.7
-37.705,146.747,15,44.5,10.2
-37.715,146.749,12,44.2,6.2
-37.716,146.736,11,43.2,5.9
-37.743,146.755,13,50.7,6.1
-37.738,146.715,19,54.3,5.9
-37.732,146.765,22,46.8,8
-37.735,146.74,26,52.2,13.7
-37.745,146.742,15,51,9.6
-37.737,146.728,13,42,11.4
-37.727,146.726,12,47.3,9.7
-37.726,146.738,13,50.3,8.6
-37.724,146.751,14,49.5,6
-37.741,146.767,15,53.7,6.8
-37.722,146.763,14,51,9.1
-37.949,145.605,13,50.4,7.9
-37.948,145.619,22,46.9,12.9
-37.942,145.675,15,48.7,8.5
-37.88,146.126,17,44.9,16.1
-37.879,146.139,11,43.2,8.1
-37.953,145.662,13,47.1,8.1
-37.948,145.704,13,50.1,8.5
-37.95,145.69,12,43.8,6.7
-37.94,145.689,11,40.4,9.2
-37.959,145.607,11,41.4,7.7
-37.945,145.646,13,43.3,9.4
-37.956,145.635,13,44.1,12.9
-37.955,145.648,12,42.7,10
-37.958,145.706,12,46.6,6.7
-37.957,145.72,14,50.9,5.9
-38.366,146.382,18,53.8,6.4
-38.369,146.376,18,55.6,8.2
-38.427,146.388,18,53.8,6.7
-38.416,146.399,24,51.9,7.3
-38.417,146.386,28,48.3,11.9
-38.404,146.411,21,58.8,8.8
-38.993,146.311,18,61.5,5.5
-37.277,147.001,19,58.7,5.5
-37.279,146.974,20,58.4,4.7
-37.429,147.191,22,57,8.5
-37.882,146.109,24,55.5,7.9
-37.876,146.113,24,51.8,7.9
-37.961,145.686,23,49.6,6.3
-38.018,145.698,24,56.8,5.7
-38,145.735,23,58.8,9.1
-38.032,145.737,24,60.1,8
-38.005,145.767,20,60.8,10.4
-38.041,145.691,17,52.7,7.7
-37.986,145.694,23,58.8,8.8
-38.048,145.737,28,56.7,9.3
-38.064,145.738,26,61,9.3
-38.403,146.37,17,59,9.4
-38.399,146.373,15,56.2,16.9
-38.388,146.366,14,48.2,12.5
-38.397,146.412,14,48.2,9.1
-38.418,146.373,17,53,14.6
-38.386,146.407,16,51.7,7.4
-38.414,146.377,15,51,9
-38.387,146.383,15,48.1,7.9
-38.379,146.398,17,53.6,7.6
-38.378,146.385,17,53.5,7.3
-38.408,146.392,17,52,8.8
-38.404,146.367,19,55.3,6.2
-38.397,146.382,28,49.9,11
-38.382,146.423,17,52.5,7.7
-38.4,146.406,18,52,7.1
-38.398,146.394,18,53.7,9
-38.406,146.38,21,58.7,7.8
-38.395,146.369,25,60.9,6.3
-38.389,146.396,21,57.4,10.7
-38.392,146.42,17,51.2,9.9
-38.39,146.408,17,52.5,5.7
-38.368,146.387,19,55.8,6
-38.042,145.658,19,53.9,8.3
-38.035,145.654,16,47,12
-38.044,145.67,17,50.4,10.8
-38.04,145.646,22,55.5,10.3
-38.037,145.666,28,58.3,9.3
-38.034,145.642,21,61.1,6.6
-38.003,145.697,19,59.7,7.4
-37.985,145.628,16,51.5,8.7
-38.022,145.693,18,53.6,7.9
-38.015,145.646,19,52.9,8.1
-37.987,145.713,19,56.8,7.9
-37.985,145.701,15,50.7,9.2
-37.965,145.62,16,53.6,8.1
-37.976,145.703,24,61.6,7.7
-38.013,145.695,24,62.3,7
-37.988,145.725,26,60.8,6.9
-37.966,145.632,32,54.1,12.8
-38.033,145.703,20,57.7,9.9
-38.025,145.644,19,56.3,5.8
-38.003,145.624,20,57,8.7
-38.014,145.707,18,53.3,7.9
-38.023,145.705,22,56.3,8
-37.974,145.691,19,54.1,11.2
-37.996,145.711,17,50.4,11.9
-37.994,145.626,16,50.8,5.8
-37.956,145.622,24,55.4,5.9
-37.959,145.646,24,53.4,9.9
-37.954,145.683,16,46.7,10
-37.948,145.69,19,57.2,8.9
-37.963,145.681,16,50.9,12.9
-37.965,145.693,17,52.5,6.7
-37.967,145.705,23,59,6
-37.957,145.634,25,58.3,12.2
-37.956,145.695,16,48.2,9.9
-37.946,145.678,17,50.8,9
-37.87,146.142,18,53.5,8.8
-37.868,146.13,19,56.1,6.9
-37.57,145.89,18,57,7.4
-37.58,145.888,22,58,6.9
-37.572,145.902,20,55.8,10.5
-37.665,146.691,16,48.4,8.1
-37.639,146.709,16,48.9,5.4
-37.657,146.706,18,53,6.6
-37.646,146.694,18,54.4,5.7
-37.623,146.693,26,53.7,8.7
-37.667,146.704,21,64.5,10.6
-37.627,146.698,16,48.1,9.3
-37.625,146.706,20,57.4,10.9
-37.659,146.718,31,61.9,14.1
-37.656,146.693,22,62.7,7.6
-37.65,146.72,21,60.4,6.8
-37.648,146.707,19,53.8,9.2
-37.654,146.68,16,48.3,14.4
-37.64,146.722,16,53.6,12.1
-37.637,146.696,14,48.5,7.3
-37.645,146.682,22,53.4,10.9
-37.626,146.718,18,53.6,7.2
-37.635,146.684,18,49.4,9.3
-37.629,146.711,15,44.6,9.7
-37.626,146.686,13,48.5,10.7
-37.631,146.723,15,49.1,9.6
-37.606,146.709,16,51,6
-37.424,147.183,23,49.6,10
-37.425,147.196,18,55.5,8.9
-37.427,147.21,16,48.3,9.4
-37.448,147.22,17,52.6,10.3
-37.446,147.206,21,54.9,7.4
-37.444,147.193,24,55.6,5.9
-37.438,147.221,23,54.1,5.7
-37.436,147.208,21,57.3,5.4
-37.435,147.194,20,62.6,10.1
-37.428,147.223,21,59.5,12.4
-37.433,147.182,22,62,7.9
-37.25,146.31,20,58.8,11.5
-37.261,146.32,20,52.9,17
-37.259,146.308,19,51.5,10.2
-37.251,146.322,21,51.7,7.2
-37.3,147.004,23,53.4,6.1
-37.275,146.99,19,60.2,6.4
-37.298,146.991,20,59.7,8.6
-37.297,146.978,21,58.1,5.3
-37.295,146.966,20,62.2,7.1
-37.305,146.887,25,58.3,7.1
-37.302,146.862,28,58.4,11.9
-37.296,146.999,18,53.3,10.8
-37.272,146.964,18,51.1,8.1
-37.287,147.001,21,52.8,4.1
-37.274,146.977,24,55.2,5.8
-37.277,147.003,23,63.8,7.1
-37.313,146.873,20,67.4,8.5
-37.076,147.169,18,57.5,16.1
-37.446,147.178,18,55.6,12.8
-37.436,147.182,20,58.4,6.1
-37.625,146.707,23,61.9,8
-37.649,146.676,23,60.6,10.1
-37.982,145.689,17,53.4,9.4
-37.961,145.639,18,50.6,6
-37.658,146.684,17,49.9,12.2
-37.954,145.673,13,47,7.9
-37.961,145.645,14,45.8,6.5
-37.969,145.613,14,45.7,9.2
-37.969,145.608,12,43.4,9.3
-38.01,145.707,15,47.7,5.9
-38.04,145.649,16,47.5,5.4
-38.025,145.636,17,47.2,4.9
-38.026,145.643,19,44.2,7.8
-38.039,145.642,21,47,13.2
-38.018,145.666,19,52.8,12.5
-38.01,145.7,11,48.2,10.8
-38.402,146.362,14,50.4,12.8
-38.379,146.39,14,52.5,7
-38.394,146.395,14,52.4,6.7
-38.391,146.401,16,54.9,5.9
-38.399,146.368,13,48.5,5.3
-37.44,147.203,12,44,4.7
-37.441,147.209,15,49.3,3.6
-37.635,146.709,13,51.4,4.6
-37.637,146.649,15,56.1,5.1
-37.637,146.703,22,52.8,9.1
-37.651,146.712,20,53.5,7.2
-37.653,146.708,17,58.1,11.7
-37.262,146.306,18,58.9,5.5
-37.282,146.952,17,59.3,4.2
-37.279,146.965,19,60.5,7
-37.3,146.97,14,52.8,9.3
-37.304,147.003,11,40.8,12.2
-37.581,145.888,12,48.2,7.3
-37.437,147.178,16,54.8,8.3
-37.447,147.18,15,51.9,6.6
-37.445,147.195,15,45.6,10.2
-37.435,147.191,14,49.2,10.5
-37.616,146.694,10,42.6,8.9
-37.975,145.635,10,43.1,4.7
-37.963,145.645,10,43.3,2.6
-37.961,145.658,14,47.4,7.1
-37.967,145.62,12,45.1,11.9
-37.966,145.686,12,45,10.5
-37.973,145.648,12,49.9,6.1
-37.977,145.623,12,49,4.6
-37.97,145.66,10,45.7,3.7
-37.959,145.671,9,45.3,2.5
-37.968,145.673,14,47.9,5.3
-37.965,145.633,9,44,2.8
-37.949,145.668,10,46.8,5.3
-37.996,145.681,10,47,5.2
-38.015,145.686,12,48.8,4.2
-38.038,145.666,13,49.4,3.8
-37.984,145.638,14,49.9,6.8
-37.986,145.626,12,51.6,3.4
-38.033,145.638,14,50.1,8.7
-38.006,145.683,14,51,9.9
-38.04,145.654,17,48.7,10.5
-38.025,145.689,15,49.9,7.9
-38.017,145.673,14,48.4,7.5
-37.98,145.663,14,50.7,8.6
-37.993,145.641,13,48.5,7.1
-37.976,145.688,14,48.1,13.7
-38.02,145.66,9,41.2,10
-37.985,145.691,12,42.8,12.1
-37.987,145.679,8,41.6,8.3
-38.401,146.398,11,43.8,6.5
-38.413,146.388,11,43.2,5.5
-37.963,145.676,12,47,4.8
-37.976,145.671,8,43.3,3.9
-37.97,145.644,9,43.2,4.9
-37.293,146.988,12,47.6,9.1
-37.28,146.989,9,40.8,6.7
-37.275,146.968,8,40.7,5.3
-37.28,146.974,10,46.3,4.6
-37.284,146.995,10,47.1,4.6
-37.298,146.993,8,44.5,4.7
-37.084,147.186,10,44.9,5.5
-37.047,145.451,12,49.4,4.4
-37.09,147.174,8,43.1,3.4
-37.292,146.998,11,46.4,6.5
-37.311,146.872,11,45.4,5.2
-37.288,146.962,8,42.6,2
-37.279,146.96,10,45.6,4.5
-37.277,146.971,10,47.9,4.1
-37.295,146.975,11,45.1,5.6
-37.284,146.985,11,45.3,10.6
-37.293,146.987,10,45.9,3.2
-37.286,146.973,10,41.4,9.4
-37.297,146.964,11,43.9,11.2
-37.302,146.87,10,37.9,8.5
-37.576,145.875,11,44.2,8.7
-37.575,145.886,10,45.7,3.6
-37.438,147.189,9,41,8.2
-37.964,145.669,10,43.7,7.2
-37.977,145.637,10,42.1,9.4
-37.968,145.635,5,34.9,4.3
-37.967,145.646,5,33.1,5.8
-37.965,145.658,6,30.8,5.7
-37.97,145.623,11,45.1,11.5
-37.955,145.667,12,47.2,8.8
-37.956,145.656,9,42.4,7.2
-37.974,145.66,9,40.1,7.5
-37.976,145.648,9,41.2,9.8
-38.031,145.643,9,42.8,9.3
-37.275,148.21,10,39.4,9.6
-37.275,148.205,10,44.4,5.6
-37.309,148.211,6,39,1.8
-37.415,142.861,9,39,5.6
-37.951,142.434,12,40.7,16.7
-37.96,142.437,9,40,8.6
-37.266,148.217,6,37.1,5.8
-37.301,148.23,10,35.6,14.5
-37.366,148.21,12,41.8,14.7
-37.358,148.195,10,44.8,8.8
-37.377,148.2,10,43.5,12
-37.352,148.2,7,40.5,8.1
-37.37,148.185,8,39.3,7.7
-37.379,148.188,11,35.3,18.2
-37.368,148.198,10,44.7,8
-37.381,148.176,12,44.7,11.4
-37.356,148.208,13,44,13.6
-37.364,148.188,8,43.8,7.3
-37.978,146.454,11,43.5,13.1
-37.909,146.498,11,40.5,13.4
-37.911,146.472,15,41.5,17
-37.974,146.454,9,42,4.6
-37.69,146.225,7,40.5,3.1
-37.384,148.168,7,40.7,3.7
-37.377,148.198,5,38.6,1.8
-37.9,146.547,8,44.6,3.9
-37.936,146.569,10,41,14.1
-37.94,146.492,11,40.4,19.3
-37.924,146.563,9,41.1,12.7
-37.923,146.506,9,42.9,8.9
-37.953,146.491,12,44.9,7.9
-37.918,146.528,14,43.7,17
-37.922,146.513,15,41.6,15
-37.938,146.562,12,43.9,12
-37.917,146.535,12,47,7.7
-37.739,146.343,15,41.2,13.8
-37.722,146.289,14,44.6,7.7
-37.716,146.324,14,49.9,13.7
-37.724,146.303,13,42.5,14
-37.35,148.12,10,39.9,12.6
-37.339,148.121,8,41,11
-37.262,148.14,7,37.9,5.7
-37.251,148.142,8,37.2,5.5
-37.306,144.141,9,40.4,6.9
-37.318,148.203,12,43.3,7
-37.69,146.228,10,44.1,7.3
-37.322,148.212,9,42.2,6.4
-37.346,148.158,12,40.4,5.9
-37.333,148.218,11,39.7,11.8
-37.342,148.175,7,37.2,6.2
-37.343,148.112,8,40.8,5.5
-37.915,146.515,10,41.4,6.9
-37.259,148.144,8,39.3,4.7
-37.261,148.133,8,36.3,6.3
-37.293,148.034,13,38.4,11.5
-37.301,148.047,17,38.7,16.8
-37.324,148.212,12,41,12.9
-37.344,148.134,8,35,14.4
-37.345,148.122,8,38.6,12.8
-37.341,148.227,10,43.7,9.5
-38.436,145.528,10,43.6,9.7
-38.448,145.515,9,41.9,9.2
-38.446,145.53,9,43.9,5.7
-38.438,145.514,11,41.7,8.7
-37.336,148.206,14,47.4,10.6
-37.344,148.13,13,51.1,6
-37.339,148.223,9,40.1,12.1
-37.289,148.21,12,44.5,11.1
-37.26,148.135,11,46.2,10.5
-37.276,148.182,9,37.9,9.1
-37.273,148.189,14,36,15.9
-37.332,148.213,14,39.3,17.7
-37.334,148.199,9,41.2,6.7
-38.429,145.521,14,41.7,12.3
-38.117,146.288,15,47.3,8.6
-38.44,145.527,20,43.6,10.3
-37.007,145.488,17,46.3,11.7
-37.005,145.5,14,44,14.4
-38.248,144.441,9,42.1,7.6
-37.304,148.037,11,40.8,6.4
-37.295,148.035,15,44.8,8.3
-37.716,146.276,13,43.6,9
-37.718,146.311,14,41.6,13.1
-37.72,146.323,11,41.6,7.9
-37.721,146.336,12,47.9,6.7
-37.699,146.315,11,44.2,5.8
-37.698,146.303,13,46.2,5.6
-37.688,146.304,19,50.3,7.7
-37.674,146.269,12,47.5,15
-37.252,148.124,11,45.3,8.5
-37.7,146.293,17,46.4,9.5
-37.715,146.297,18,54.6,12
-37.703,146.29,12,44.4,7.8
-37.672,146.224,13,42.5,8
-37.708,146.285,15,48.2,14.7
-37.685,146.262,15,44.5,10.2
-37.699,146.283,12,44.2,6.2
-37.707,146.297,11,43.2,5.9
-37.677,146.249,13,50.7,6.1
-37.683,146.274,19,54.3,5.9
-37.71,146.274,22,46.8,8
-37.239,148.094,26,52.2,13.7
-37.241,148.082,15,51,9.6
-37.332,148.154,13,42,11.4
-37.288,148.198,12,47.3,9.7
-37.661,146.216,13,50.3,8.6
-37.667,146.207,14,49.5,6
-37.321,148.19,15,53.7,6.8
-37.246,148.095,14,51,9.1
-37.249,148.014,13,50.4,7.9
-37.255,148.107,22,46.9,12.9
-37.294,148.034,15,48.7,8.5
-37.308,148.044,17,44.9,16.1
-37.293,148.075,11,43.2,8.1
-37.291,148.056,13,47.1,8.1
-37.281,148.075,13,50.1,8.5
-37.256,148.059,12,43.8,6.7
-37.266,148.037,11,40.4,9.2
-37.262,148.014,11,41.4,7.7
-37.264,148.025,13,43.3,9.4
-37.248,148.041,13,44.1,12.9
-37.257,148.039,12,42.7,10
-37.27,148.018,12,46.6,6.7
-37.264,148.044,14,50.9,5.9
-37.269,148.014,18,53.8,6.4
-37.266,148.007,18,55.6,8.2
-37.254,148.005,18,53.8,6.7
-37.254,148.007,24,51.9,7.3
-37.254,148.014,28,48.3,11.9
-37.247,148.028,21,58.8,8.8
-37.245,148.016,18,61.5,5.5
-37.246,148.021,19,58.7,5.5
-37.248,148.007,20,58.4,4.7
-38.248,146.849,22,57,8.5
-38.247,146.861,24,55.5,7.9
-38.239,146.85,24,51.8,7.9
-38.177,146.868,23,49.6,6.3
-38.181,146.843,24,56.8,5.7
-38.175,146.88,23,58.8,9.1
-38.173,146.892,24,60.1,8
-38.19,146.845,20,60.8,10.4
-38.207,146.862,17,52.7,7.7
-38.243,146.853,23,58.8,8.8
-38.234,146.967,28,56.7,9.3
-38.232,146.979,26,61,9.3
-38.258,146.883,17,59,9.4
-38.257,146.947,15,56.2,16.9
-38.255,146.959,14,48.2,12.5
-38.248,146.944,14,48.2,9.1
-38.245,146.957,17,53,14.6
-38.24,146.954,16,51.7,7.4
-38.242,146.966,15,51,9
-38.249,146.951,15,48.1,7.9
-38.2,146.858,17,53.6,7.6
-38.198,146.87,17,53.5,7.3
-38.207,146.872,17,52,8.8
-38.209,146.86,19,55.3,6.2
-38.195,146.773,28,49.9,11
-38.176,146.815,17,52.5,7.7
-38.193,146.817,18,52,7.1
-38.215,146.825,18,53.7,9
-38.211,146.91,21,58.7,7.8
-38.193,146.951,25,60.9,6.3
-38.209,146.952,21,57.4,10.7
-38.199,146.823,17,51.2,9.9
-38.166,146.819,17,52.5,5.7
-38.224,146.996,19,55.8,6
-38.232,146.826,19,53.9,8.3
-38.263,146.87,16,47,12
-38.248,146.826,17,50.4,10.8
-38.214,147.002,22,55.5,10.3
-38.221,146.833,28,58.3,9.3
-38.227,146.846,21,61.1,6.6
-36.94,141.729,19,59.7,7.4
-37.307,142.815,16,51.5,8.7
-37.299,142.806,18,53.6,7.9
-37.309,142.803,19,52.9,8.1
-35.738,143.784,19,56.8,7.9
-38.142,147.4,15,50.7,9.2
-38.141,147.413,16,53.6,8.1
-38.131,147.412,24,61.6,7.7
-34.733,141.006,24,62.3,7
-34.81,141.034,26,60.8,6.9
-37.238,141.293,32,54.1,12.8
-37.246,141.274,20,57.7,9.9
-37.309,144.406,19,56.3,5.8
-37.309,144.406,20,57,8.7
-37.31,144.391,18,53.3,7.9
-37.31,144.391,22,56.3,8
-37.528,144.121,19,54.1,11.2
-37.527,144.126,17,50.4,11.9
-37.526,144.146,16,50.8,5.8
-36.602,145.01,24,55.4,5.9
-36.6,145.022,24,53.4,9.9
-37.085,143.771,16,46.7,10
-37.081,143.765,19,57.2,8.9
-37.317,141.6,16,50.9,12.9
-37.461,143.593,17,52.5,6.7
-37.459,143.605,23,59,6
-37.108,145.347,25,58.3,12.2
-37.091,145.347,16,48.2,9.9
-36.151,143.633,17,50.8,9
-37.114,148.649,18,53.5,8.8
-37.116,148.629,19,56.1,6.9
-37.137,148.653,18,57,7.4
-37.124,148.671,22,58,6.9
-37.136,148.672,20,55.8,10.5
-37.127,148.632,16,48.4,8.1
-35.992,145.341,16,48.9,5.4
-37.048,141.274,18,53,6.6
-37.433,141.352,18,54.4,5.7
-37.446,141.517,26,53.7,8.7
-37.459,141.518,21,64.5,10.6
-37.444,141.516,16,48.1,9.3
-37.596,142.554,20,57.4,10.9
